Palavra,N
hearest,2
boil,1
unfortunate,5
squeamishness,2
indictment,7
process,3
sow,3
bettertons,1
rapes,7
dears,5
eating,5
overflows,1
chick,2
frolic,3
encumbers,1
forecast,2
dewtie,1
ignorens,1
skrittuer,1
pelf,1
dreamers,1
soil,5
vild,1
antiques,1
tha,1
doubte,1
briber,1
blacken,1
clere,1
sayes,1
hardhearted,1
wonderous,1
homely,4
harme,2
peple,1
affearde,1
consolate,1
sarvice,2
prems,3
exaltation,3
encourag,1
hartes,1
sarvants,1
oursells,1
snub,3
underlings,2
snubbed,1
talke,1
beans,1
humered,1
gesting,2
longest,7
audax,1
desarve,1
whatsomever,1
intruder,3
shoulde,1
sarvante,1
knone,1
ex,3
cherish,6
unacquainted,3
faver,1
nathaless,1
els,1
invenshon,4
es,1
gis,2
trewe,1
throtes,1
gentilfolkes,1
coles,1
narrations,2
gin,4
mackes,2
graciously,4
condemnation,14
thinck,1
commandments,1
plesed,2
brocke,1
honist,1
ses,1
actile,1
swarms,1
agen,2
cumm,1
dere,1
bringe,1
exceedings,1
blessedness,3
dedes,1
harte,6
kinde,2
beseche,1
humbelly,1
mistriss,1
speke,1
elegiacs,1
squier,1
shines,5
locking,2
lanquitched,1
lyin,1
reprobated,2
broute,1
braute,1
twitched,1
thote,2
shase,2
derely,1
crature,2
notingam,1
batirton,5
leafe,1
younge,15
partes,1
nauseate,1
cuzzen,7
gitt,1
emploied,1
kno,6
mediatress,1
littered,1
procrastinations,1
fainter,5
ascription,1
customary,3
empress,5
aspirations,10
uncontending,2
lustre,6
fiercer,3
trickling,4
articulate,2
teaser,2
tending,2
wrap,6
suddenness,3
nam,1
untried,2
taper,3
divorce,2
fearlessly,2
chevaliers,1
salving,1
insecure,1
bitterest,3
aprons,1
barker,3
remotest,4
irreconcilableness,3
fretted,2
slouching,1
declarative,1
devilson,1
prohibitory,4
reproachful,5
whet,4
scots,4
unscrewed,2
insulter,3
chicken,8
wolf,6
peasant,3
ale,3
plumes,1
tete,2
pad,1
interdict,1
nails,4
dam,4
da,1
generation,4
olympus,1
dazzle,1
leavings,1
tinkling,1
approving,6
relaters,1
winced,2
reprehensive,1
overboiling,1
lipsius,1
accelerated,2
deferred,9
affectations,1
lozenge,1
annunciation,1
subjoined,2
indiscreetly,2
evaporates,1
ductile,3
expands,2
digged,1
casuist,3
correcting,3
attainments,5
consort,1
magisterial,1
enters,7
unlock,6
stump,1
superciliousness,1
survivor,6
extolling,1
embitter,2
expostulating,3
disobedient,1
strenuous,1
denier,1
abrogating,1
cit,1
doubled,3
multiply,3
disreputation,3
sixteen,3
traveled,1
infection,8
deductions,1
crowns,1
strained,2
inferences,1
irreparably,2
cramp,3
unthought,2
slapped,2
derogating,4
edifying,3
enlarged,6
middling,8
respectably,1
amiably,1
wasted,1
bills,8
rounds,1
agreeableness,1
lumber,1
etext,35
filling,3
besom,1
stud,1
resting,2
supine,1
vulgus,1
undivided,1
extenuated,1
resents,11
poured,10
espouses,2
precedence,1
dislikings,1
benefactions,1
adds,13
heaped,3
discretions,1
popping,4
tennis,1
garrets,2
hanged,15
prosecution,15
sanguine,1
leith,3
hull,1
sail,8
ship,15
scot,2
extraction,2
highland,1
mightier,1
elephant,2
dunce,3
directing,14
chattels,2
prisc,1
apprizing,2
veneris,2
rooting,1
muswell,4
pho,4
pangful,1
fallacy,2
keenest,1
slough,6
vagabonds,1
instructresses,1
bathsheba,1
preach,4
cassandras,1
slighting,2
unpractised,2
prostrations,3
overmatched,3
pondering,1
rendered,10
senate,2
sagaciously,1
dean,2
nisus,1
couched,4
bib,2
uxbridge,9
grosvenor,1
hanover,1
sour,3
bragged,1
ireland,1
sequatur,1
preferment,6
bedchambers,1
pots,2
outer,1
elegantly,4
unchastity,1
inner,11
starve,5
lodgers,5
surrey,1
tapp,1
thames,1
cecil,4
norfolk,3
mercer,7
capitulation,1
encomiums,2
ar,3
prevaricate,2
disagreement,3
baby,3
unchain,1
cunninger,1
proposer,2
detractor,1
antidoted,1
orson,1
diversion,9
homage,2
wrongs,36
contended,5
disinherit,3
reposed,3
critique,2
afflicts,1
mo,1
counterbalances,1
softness,7
pacifiers,1
verify,2
heraclitus,1
residuary,1
ball,11
humdrum,1
whine,7
giveth,1
heroines,1
turbulence,1
cleanish,1
bably,1
productive,1
sleepy,5
safeties,1
balanced,1
listen,7
sagely,1
woods,1
corruptible,1
funds,1
nottingham,1
dig,5
sanctifies,3
reciprocality,1
lambent,1
whiner,1
tested,1
suffice,2
decreed,2
idling,1
befriended,1
butterflies,1
cough,5
warrants,5
justices,1
consisted,2
faggot,1
puppet,2
collects,1
losest,1
oons,4
raro,2
seasonably,9
gust,1
misgiven,1
wickeder,2
cinder,1
scorch,3
unpunctual,1
glasses,9
incite,2
thunderer,1
convertible,1
rapid,3
mariamne,2
herod,3
hamper,2
lining,1
reconciliations,1
gedde,1
viler,10
escovedo,1
de,11
harley,1
panther,1
imposition,3
anticipated,2
juan,2
stuffing,1
vowed,30
introduce,11
directresses,1
amanuensis,1
attracted,12
vagabond,3
confraternity,8
testators,1
overtures,8
imposed,29
whip,13
discernibly,1
fragrance,1
permittin,1
eternally,11
scare,2
biddest,2
thee,1061
drummer,1
regardful,4
contained,19
ruffles,13
ghost,3
singled,6
maddam,4
demonstrate,12
steals,1
clause,1
volubly,1
glorying,5
demeanour,3
hourly,31
dismiss,16
rejection,15
herded,1
vengeances,1
interior,2
affrontive,2
exterior,1
resist,20
names,58
attendants,7
mien,6
requiring,4
grievance,3
dealers,3
hall,76
instigation,9
foil,4
dance,5
biases,1
assured,123
surveying,2
whaugh,1
dwell,17
jointure,5
dipped,3
agents,9
drawn,117
obscenity,4
adviser,5
experiment,4
reclaimable,1
slyest,1
tyrants,5
tastes,1
repartees,1
tutored,4
withdrawn,21
acknowledgments,3
assisting,8
apr,4
embers,2
forthcoming,4
utter,21
lecturing,1
partinens,1
hawk,2
brandishest,1
resolvest,2
miscreant,12
uphill,1
compassionate,16
preacher,11
vanquish,1
ariosto,3
pertness,6
hands,409
tyraness,1
examining,2
snapt,2
uncontrouled,1
eighteenth,1
hawing,1
proofread,9
joint,9
masculine,13
calumny,3
gain,35
conviction,24
exasperate,8
premises,6
comforted,12
tameness,10
mould,2
accuses,11
warning,43
insolents,1
terrify,13
recriminate,6
footmen,5
set,596
favouring,2
trumpets,2
sheet,8
plaguy,40
earliest,9
attributable,3
unbarred,1
view,187
recurrings,1
conditional,18
bears,16
livest,2
serious,104
arrows,2
garters,2
stoop,16
invites,3
languid,1
undergo,10
whimsical,25
hie,3
ingeniously,1
eighteen,18
arises,18
indelectable,1
tendency,8
differed,3
kemboing,1
roll,5
permanent,13
bag,2
indulgencies,2
arrogant,10
timor,1
untruth,8
complaint,8
unwillingly,3
likings,3
riots,1
litigate,8
tenants,15
operations,6
retrospect,2
witness,49
bodies,3
qualification,6
baser,1
consenting,11
resemblance,3
wrings,4
traced,4
leavest,1
subservient,3
choler,3
beforehand,25
detrimental,2
blubber,2
recommendation,10
buffet,3
testimony,14
reigned,3
bondage,3
creatures,115
earnestly,49
birds,16
anchoret,2
slip,21
malevolence,3
wire,4
reiterated,3
fase,2
ranking,2
bony,1
golden,15
tease,21
inventions,22
growling,1
corresponded,7
lintz,1
strength,45
rivers,1
fatigues,6
invigorate,1
clary,158
subjugated,3
cordially,9
infraction,3
burden,9
princess,4
against,883
obsequious,13
vouchsafed,5
despoil,2
familiarly,8
toil,2
betide,1
antonys,1
consciousness,29
musty,4
dirty,12
wm,12
experience,64
manger,1
yea,3
talent,26
constitutional,8
tomorrow,4
hero,16
rivalry,4
colleges,2
supplicating,9
fuit,1
shrewd,3
flippant,4
erecting,1
lecture,4
chidden,8
nip,2
pug,2
relating,41
charge,145
acquittal,5
squander,2
covetousness,2
retreating,6
fetches,4
vilely,20
alphabet,1
behaviour,317
unica,1
overbearing,2
derivation,3
mayor,3
nicest,2
quarreling,1
verboseness,1
transgressor,1
peculiarities,3
lords,5
tear,47
xxxiv,35
brookland,1
withholds,1
abilities,9
churches,12
hides,3
tone,21
crying,20
heraldry,2
shades,8
ache,15
authors,14
axed,2
tempting,7
angels,15
eclipsed,3
expensive,4
deference,8
confessed,15
mechlin,1
neapolitan,1
gates,4
around,21
elope,1
respected,18
dump,1
wash,6
filial,17
protracted,1
perversenesses,1
wish,619
happiest,39
reasonings,16
practised,15
postpones,1
exalting,3
discussion,6
betwixt,13
rencontre,1
lights,30
hastily,11
inveterate,3
restiff,1
sagacity,13
explaining,4
angelice,1
strains,2
beauties,37
legibly,1
distraction,11
effectest,2
palm,9
guardians,11
open,190
qualifications,17
thirsted,2
apprehendest,1
legal,34
reproached,10
checked,9
mollifies,1
find,643
malady,22
fervent,27
indirectly,15
hanna,1
nearest,24
milliner,4
lighting,3
morn,40
repetition,17
laughing,20
fusty,2
woollen,2
unsealed,5
reprobate,4
invokest,2
stratagem,16
preserving,1
urging,24
blubbers,1
only,1291
fop,6
conquered,5
tranquilize,1
bespoke,9
howsomever,3
palating,1
prescribed,16
students,1
honner,89
hardships,9
rod,2
deferring,2
lucky,14
lays,12
simpered,2
hopefuller,1
willingness,7
prey,16
complains,15
tomlin,1
fastened,10
prepossession,20
dissuade,7
disapproved,2
speed,7
alleviation,6
misleads,1
absented,1
clenching,1
june,78
impediment,3
monimia,1
deepen,1
disposed,36
requests,20
dinnering,1
baronet,2
statute,1
flippancy,2
remedy,10
unheard,3
stopping,8
production,9
mercy,129
banes,2
fleer,2
absurd,6
beetles,1
faces,37
dismission,6
assigned,4
villains,9
egyptian,2
propagated,7
sneak,2
fidelity,16
tit,1
births,1
troop,2
history,71
supposest,3
pervicacious,1
pounded,1
warmth,55
grimaces,2
travellers,1
peremptoriness,3
practice,36
undraw,1
divinely,4
unrevealed,1
lenity,5
pristine,1
stress,3
patterns,20
severities,4
boxes,3
unmerited,11
pro,7
pleaded,48
retrospections,2
proclaimed,1
generously,38
revert,3
lawless,2
overniceness,1
hinders,6
disgraces,12
profligately,1
humanizes,1
publicness,1
alloys,1
acquaintances,4
vaut,1
contemptuous,7
implicit,10
hippolitus,1
allege,2
resolutely,4
condemns,13
blessedly,2
aggravations,5
deluged,1
bespoken,6
highgate,6
assures,15
abashed,3
torments,9
plates,1
eleven,41
paper,85
necessaries,4
perching,1
doom,11
adorning,3
representations,13
leaves,26
disparaged,3
opens,8
probatory,3
desist,2
hertfordshire,7
appeals,10
attaining,1
baldness,1
vote,4
entity,27
indispensable,10
loaded,3
teasing,24
shutter,1
compliant,1
diminish,6
commotion,2
listening,8
prayers,82
working,25
playhouses,1
lips,109
snares,24
sunk,57
measures,110
dreams,20
gnawing,2
pack,5
lost,142
roves,2
tie,13
implore,17
invincible,16
coloured,15
bit,20
magdalen,3
bay,3
addressing,11
clumsy,14
tillotson,1
forbearing,8
serus,1
handsome,57
clown,4
extended,12
pauses,3
retired,66
caught,37
portended,1
reciting,4
admittance,18
grov,1
damage,20
matronly,9
boils,2
fists,1
intractable,1
interventions,1
forehead,24
recitativoes,1
placed,30
requesting,6
climb,1
shameful,9
claps,1
christ,2
phrensy,28
sullener,1
curling,2
changed,50
unmovable,1
ungrateful,80
benign,5
wallis,1
dirt,6
willingly,17
patronize,1
discourage,7
obeying,6
ague,4
govern,38
ensnare,6
watched,21
unskilfulness,1
certainty,19
practise,14
lubbers,1
everlasting,18
prossekutid,2
illustrious,5
forsakes,1
renunciation,2
sultry,2
drew,38
steps,48
stamping,6
compelled,25
worlds,13
manifestation,1
differences,17
donald,14
unseasonably,3
singed,2
limb,4
swerve,5
cruelest,4
debauch,1
consistence,1
deeply,24
crowding,7
resistance,27
jokes,1
proclaim,3
wherein,7
indiscretions,1
notes,10
assumption,3
fatal,63
plastered,1
wales,2
violence,163
return,427
strewing,1
requisite,23
foreseen,4
maturely,1
abroad,106
goodness,95
forsan,1
balance,11
pockets,10
protestant,1
gasped,2
gainer,4
cancelled,1
plases,1
distinctions,7
tacken,1
lengthening,1
gothamite,1
unbroken,6
repented,9
entry,4
authority,91
seconding,3
winding,6
attain,1
unalterable,2
embrued,1
loosing,1
respect,137
proving,4
regarding,5
acquiesce,21
goggling,4
repaired,2
bigger,4
sampson,1
upbraided,10
sell,10
uplifted,22
domestics,3
whence,26
roughly,5
entreated,6
heavenly,7
melancholy,85
tossings,1
errs,1
weep,23
unbecomingly,1
enjoined,8
laudably,4
accents,8
cuffing,1
reporters,3
glare,6
runnest,1
deeper,23
willians,1
lentils,1
thumps,2
execrates,3
bonfires,1
competitors,1
adversity,15
distressing,2
annually,3
irritat,1
wildish,1
avowedly,16
obedience,57
clements,1
receding,5
worthwhile,1
promised,122
tired,36
brighten,2
reputations,4
sups,1
legerdemain,1
persuasory,1
sequence,1
matchless,12
morsel,5
harasses,4
plate,13
informs,10
additions,15
charters,1
sufferings,79
one,3282
absolve,2
bars,4
encircling,5
providence,35
rocks,2
pursuit,25
conflicting,2
boned,3
stubbornness,3
asking,25
defective,30
ambitious,12
splits,1
getting,45
lov,1
rights,6
favour,766
harlowes,48
depriving,5
shinest,1
threatened,57
flaying,4
jenny,2
artillery,3
xxxv,26
moated,6
defiest,1
continually,47
attemptedst,1
weaker,13
batteries,1
stanhope,1
designing,12
verified,4
blooming,13
minutenesses,1
depended,20
flurries,2
scrupulously,3
abasing,1
peers,5
grows,6
protesting,2
abruptly,5
foresee,6
healthful,1
intelligencies,1
mansion,4
ma,2
aspire,14
infula,1
end,396
puffed,4
examine,10
stewardships,1
surrounded,19
covet,6
ribbald,1
unpromising,2
pleasures,21
encouraged,41
jealousies,3
grasping,14
diviner,1
backs,2
dragged,2
demonstrating,3
grief,191
watergruel,1
fragments,2
mingles,3
parting,33
touch,58
spring,15
thanked,17
wrapping,1
skittish,7
disobey,5
insinuating,4
salts,5
byron,1
intentional,10
tarried,2
stubborn,8
clouted,1
unsuperscribed,1
adventures,5
supple,2
pursuant,5
pregnant,4
bind,20
gestures,3
transmitter,1
suited,14
disease,9
perverseness,36
irresistible,11
reconsidering,1
hem,18
lifeless,5
equals,4
sand,1
seconded,5
facilitate,1
attract,9
scrupulous,11
hardheartedness,1
wakeful,3
deprive,29
sendest,3
mar,3
attentive,19
averring,1
poisons,1
balked,3
occur,15
tilt,1
bewildered,2
knowledge,114
seventh,5
omit,11
consorting,1
ponder,3
conference,40
avowals,2
bridled,3
intermingle,1
unconcerned,8
leisure,31
laid,156
deliverance,8
cherubims,2
equality,3
inwardly,7
expeditious,1
prudently,3
spun,1
buried,11
purchase,26
exchanges,1
skulking,1
owing,198
uncivil,5
sovereign,14
discouraged,12
mismatched,1
pomp,2
interfering,5
know,1893
acquiesced,9
enclosed,88
our,994
detainest,1
direction,58
keys,23
radiant,2
indocility,1
verbally,2
don,346
serena,1
menacing,9
decorum,7
weltering,1
wording,1
enclose,41
converts,1
impel,4
roger,7
denied,65
modification,9
teachers,1
triumphs,14
unspeakable,3
reperuse,4
holding,46
defiance,30
harshest,2
pausing,9
wait,97
solemnity,30
indiscreet,12
erase,1
beneath,23
avows,6
symmes,11
defame,1
windmill,1
menaces,24
discredit,22
throws,12
designest,1
unseen,13
trial,125
escritoire,7
expensively,1
sundays,2
uglier,1
drawer,14
taps,1
moves,7
forfeiting,3
pernicious,6
margery,2
hinderance,1
continuance,19
piccadilly,2
surveys,1
elopement,11
waiting,36
bon,4
critic,5
walking,7
briars,1
fights,3
crea,1
grew,18
unlink,9
mischevous,1
scotland,17
proverb,11
unmarried,17
succeeded,26
aggrandizing,2
draught,16
plot,57
berkshire,13
reinstate,3
tasted,3
overturned,2
sternest,1
construed,13
talked,59
rudiments,1
preservation,6
handle,17
reluctances,1
censurable,9
unpermanent,2
sworn,11
stool,2
harlots,3
attendance,59
artless,1
people,436
exhilarate,1
evidenceship,1
cruelty,51
outweighs,1
apprehends,12
border,1
scruples,15
exercising,3
tales,3
unacceptable,2
satisfied,114
smuggling,9
inflicts,1
availed,1
catharina,1
loverlike,1
modes,1
boasted,18
yields,7
strings,11
broad,15
impression,20
obtruded,3
past,191
plead,64
creation,22
phraseological,1
lies,43
criers,2
fainting,19
notably,1
signifying,5
shortness,4
salem,1
circumscribed,5
rather,465
crowded,12
trusting,4
xlviii,25
hardens,1
praises,50
vestigia,1
bridal,2
heareth,2
unreasonable,21
milder,9
rigour,6
serve,97
pride,298
parish,12
captain,301
colourings,1
arbitrariness,4
contrivances,92
rescues,1
violet,1
interrupt,18
howled,2
honourableness,1
admired,55
supercilious,4
pomfret,2
vexation,24
opposing,3
yourselves,16
assistances,3
progress,31
giant,3
sire,1
amply,12
resort,9
trees,2
divinity,4
bleak,1
demands,8
condescended,14
disloyalty,3
futurity,3
equipage,13
perdition,17
lodger,8
heavings,2
scrapes,1
calamity,21
sorts,8
yelped,1
changes,12
empty,16
lasted,5
kneed,1
perplexities,1
whiners,1
leaved,2
rewarded,22
ruffle,3
robins,1
signify,19
fundraising,7
startled,11
casting,12
founds,1
colmar,3
dinner,44
smithfield,1
charm,2
surgeons,19
supply,30
prohibitions,9
sorrowing,10
comfort,140
excellently,1
fruitful,1
explicitness,7
visit,275
annual,13
bread,18
denies,8
cant,2
obstinacy,41
shyest,2
justice,244
shocked,34
distressed,22
banknote,1
disgusted,14
disbelieve,6
carelessness,12
trample,5
avail,28
penetrating,11
animal,8
fridays,1
representative,5
comparatively,6
obliquities,2
questioned,13
intimation,21
won,110
frankly,17
promiscuous,1
trace,7
operate,8
impetuous,9
gulph,1
instance,117
furthest,4
blushes,12
supposition,22
reward,72
heeded,1
interpretation,6
middle,23
squires,1
precipitated,15
physicians,11
useless,8
hungry,4
giddy,34
breakfasted,3
kill,23
assents,2
system,9
hoarsenesses,2
subscribes,1
hesitate,16
hated,63
miserable,86
inattention,5
moreover,56
defies,5
incapacitating,1
secreting,1
profligate,33
lxxxii,2
bravely,1
crow,8
infatuated,1
discomposing,3
yoke,10
large,53
reverenced,4
emotion,23
unquestionable,12
furniture,12
labentum,1
forborne,8
hartshorn,10
disinheriting,1
laces,14
buffeting,1
plants,1
kneeling,35
peerage,4
prepared,51
quadra,1
undoubtedly,18
encounter,6
motu,1
rejoice,58
forego,22
concubines,1
quixote,1
methinkst,1
lent,14
tormentor,1
ago,87
hearken,5
females,1
pander,1
overwhelmed,11
ennoble,6
sobs,7
flowed,5
gloriously,11
neck,58
tauntingly,2
giles,2
littel,2
sufficit,2
bitter,10
remind,36
expresses,23
wrangle,1
cloud,8
nursling,1
disunion,2
breaking,32
hearth,1
laugh,52
smile,38
efforts,33
palpitations,2
approached,26
phrensical,2
portable,4
shorey,22
neas,4
too,1416
garden,119
eminent,22
ate,1
weather,26
edified,2
fool,96
speechless,17
bringing,40
unwillingness,2
flowings,1
save,127
asseverations,1
admonisher,1
splay,1
rising,51
loud,17
drift,4
hemming,2
foregoes,1
forebodes,1
shutting,8
room,292
pi,1
josias,1
hemmed,8
trouble,164
injuring,1
expressly,3
softly,13
vexedly,2
highway,2
solemnness,1
varlet,37
quitted,15
checking,1
stopped,36
virtuous,66
barrels,1
hoop,3
pressed,56
crazed,3
niggard,4
associating,2
squatting,1
rejected,36
caterpillar,1
cellula,1
intervening,1
contradictory,6
incomparably,1
staring,13
big,17
daunt,1
scepticism,1
inebriated,1
correspondence,145
dr,91
shouldered,4
natos,1
gamester,1
leered,2
asquat,1
supercede,1
sarcastic,2
worm,6
unluckily,1
move,54
vault,10
foils,1
chuse,2
accepting,20
slanderous,1
include,16
affluent,2
lunar,2
space,22
straight,1
injunction,2
vouched,1
promotion,10
it,11567
admonishing,2
housed,2
altitudes,5
recount,2
enough,457
universe,2
conflict,9
frontiers,1
lengthened,6
subscribed,1
creditable,9
higher,35
whetstones,1
joy,116
sympathising,3
dotage,2
declarest,2
suspends,1
modish,1
blind,21
scullion,1
destiny,36
dated,37
boundaries,4
resented,17
sordid,34
unbosoming,1
included,36
grudging,3
nodded,1
tongues,6
heir,12
cots,1
livid,2
subduer,2
lid,17
patriarchs,3
protected,17
period,30
averse,25
overtopped,1
string,18
unaffectedly,1
elbows,2
preparation,41
despicable,18
deterred,2
susceptibilities,1
priding,4
quarter,49
mankind,10
subdue,29
communion,2
preparations,23
addled,1
subsist,1
experienced,6
attribute,28
grandchild,2
civil,34
heroically,1
writest,8
maintain,10
captivating,2
disavow,5
gallery,5
clashing,2
benighted,4
gridiron,2
exporting,9
muttering,3
inflamed,7
hates,25
circumvented,1
rudeness,5
usually,16
witchcraft,2
stature,7
created,23
adherence,4
secrecy,13
wyerley,30
wench,66
tongue,24
honorable,2
everybody,1
fulness,2
resisting,4
deserted,7
ruddy,2
succeeding,18
safeguard,1
ensue,12
fastening,1
diffidence,12
saint,11
ease,78
incurring,13
restrictions,30
reppentence,1
alban,19
fibs,2
brussels,4
reparation,15
blinked,2
shorten,9
modesty,69
listens,3
litigated,2
unthankfully,1
standard,10
temporally,1
wormwood,2
killed,14
duty,275
edmund,1
uttermost,1
striking,8
defects,22
corners,10
presumers,1
worthless,8
invited,17
succession,6
prepare,46
expedition,3
sensibilities,8
interruption,10
counterscarp,1
abode,10
regarded,17
prater,1
yield,39
disbelieving,1
blemish,1
promises,73
sol,2
payable,2
catalogue,3
effeminate,1
provocation,14
personate,7
officious,47
inclining,3
mediation,49
grinning,8
interruptions,3
introduction,3
unjustifiable,1
ocular,2
fraternal,2
affronted,6
fact,31
unpolitely,2
assent,8
beautifully,2
treating,13
acquirement,2
bids,15
bounties,1
lamented,12
match,31
construction,18
invidious,2
execution,46
benefittest,1
fetched,8
weapon,10
vegetating,1
xxxviii,23
deerest,4
fearless,9
sheepishness,2
omnibus,2
reaching,10
salivation,1
adjusting,2
entries,1
thwart,1
states,138
discreetly,1
venerated,3
fatis,1
hobbles,1
positive,18
doated,6
selfishness,7
courtiers,1
intrigues,4
instrument,22
hardened,31
clarisa,1
actual,11
formidable,4
compassion,52
splendid,14
exclaimer,2
consolatory,3
hatred,36
lie,102
continent,2
nuptials,33
bewitch,1
quod,1
desiredst,1
groans,6
ending,7
alteration,33
concurred,1
fiddles,1
delightfully,2
unlikely,9
oddities,1
exorbitant,1
england,67
train,26
tell,962
billowy,1
agitations,7
arraignment,3
panic,4
fortiaque,1
welfare,16
abounds,6
odd,40
affectingly,2
echoed,3
devour,5
flows,2
chicaning,1
conjured,2
obsequiously,3
bedlam,5
tript,1
devolve,3
desirable,42
distribute,54
marginal,1
pitied,35
sits,9
willinger,3
advantageous,9
corregidor,1
bitterer,1
jewels,36
scribblers,1
union,17
bounden,1
limbs,10
loss,93
scrape,3
awls,2
bend,10
syren,3
conclusions,3
unable,63
rev,3
maturest,4
commenced,4
stroke,8
smooth,10
bug,1
scents,1
tutoress,3
apprehensions,114
skirts,3
descent,9
expelling,1
covetous,14
blossomed,1
heirs,8
niceties,2
piqued,6
placent,1
extinct,3
qualify,10
conquests,1
sakes,36
revilings,4
materials,7
buzzes,1
we,1902
uniformly,11
mistiness,2
sloane,1
execrations,10
dams,2
blameless,4
monday,149
dine,27
bespeak,13
wrotest,5
coldly,4
classed,2
plight,2
social,4
overcoming,1
revoke,18
hoarsely,1
resident,2
hung,12
foolish,95
cautiously,3
excratious,1
imitated,2
baited,3
prop,3
shilling,11
heap,6
relief,25
corporally,1
anticipates,2
guineas,70
glosses,3
enforcing,2
fruitlessly,1
absurdity,8
forbearance,7
limit,1
hedge,9
incident,11
fiametta,1
heinous,5
sleek,5
billet,19
pew,12
wardens,2
implacable,62
rack,3
proof,83
quoted,5
conquering,3
invectives,10
vivere,2
inveighing,2
leading,15
disturbed,33
thirdly,3
unexecuted,1
furnish,19
rise,85
felicity,18
family,1002
acquisition,6
measure,59
petulance,8
lately,91
championess,2
devilishly,1
stipend,3
nonsense,33
contenting,4
educational,9
moiety,9
organs,3
waters,4
soothe,3
supplicate,8
bequeathed,23
postponed,8
wilds,1
youngest,9
misplaced,1
branch,13
ides,5
temporary,38
dead,64
twelve,25
incumbrance,3
bargain,6
top,11
lift,12
enter,139
comparison,24
laetitia,5
womb,2
bound,59
wednesdays,1
digression,3
stairs,102
brings,29
productions,1
richly,13
expostulation,15
watchings,3
heinousness,2
mary,3
uttered,4
cunque,1
altered,21
mentions,24
limits,2
monarch,7
initial,1
canvassings,1
remainder,24
pounds,64
papa,57
fifteen,13
notional,4
girls,71
hempen,1
countenancing,2
advantageously,1
healing,7
frustrate,10
gently,17
penitent,48
mannered,1
founded,46
obtaining,37
degree,64
solicitude,13
stronger,52
january,4
th,78
upstart,4
admire,57
diminutive,2
rainy,1
reality,11
fare,9
dive,1
ebooks,93
searching,6
rubs,2
affection,41
weighed,12
smiled,14
announced,2
unpolite,15
cow,3
darker,5
weeps,3
towards,116
wistful,1
hard,175
pry,3
advance,8
weariest,1
humourous,16
enterprisers,2
obtains,2
honest,253
dialogue,17
consentest,1
mortified,30
brave,48
discoveries,7
complicated,8
shadow,24
pedigree,1
employ,23
animadverted,1
sober,32
stormy,6
lowered,3
frequents,1
hunts,1
imprudent,6
insert,1
disavowed,1
sedentary,1
son,97
brushed,2
replete,2
refin,1
epistolary,9
servants,159
princes,12
populous,1
unjust,18
blew,7
apology,11
starving,2
wonderfully,1
dum,2
chastity,6
politics,2
evades,1
symmetry,1
redound,3
virulence,11
vacant,5
misjudging,2
supposing,59
misrepresentations,4
behaves,7
exultation,12
curl,1
compassing,1
worthy,300
contemporaries,2
valued,37
preferences,1
stuck,10
scolded,1
controuled,9
murders,6
attained,4
sternness,5
minutes,43
jew,2
submitted,10
travelling,7
docile,1
mistrusting,4
impertinency,1
knightsbridge,4
catalans,1
disapprobation,10
flow,20
owes,14
questions,76
sun,58
meanwhile,2
appetite,21
desdemona,1
extract,2
plato,1
persevering,5
undertakes,9
assembly,13
excellent,152
overspread,10
discoverer,1
jilt,4
permission,91
indicative,1
chalk,4
impatient,56
describest,1
dawning,7
wrong,110
strapping,1
temptest,1
accuse,16
embalming,1
others,323
parliaments,1
riot,6
amend,10
distributed,36
gripings,1
flattering,8
colouring,1
execrate,10
correction,14
pained,11
quamvis,1
methinks,103
petulant,4
wrestler,1
conceding,3
seamed,1
apprise,1
scratch,5
graces,37
aversions,1
headed,11
swimming,2
behalf,80
performing,34
regularity,5
bush,3
congregation,3
flourishing,5
friendly,36
gloss,1
becomes,39
adhere,5
sprinklings,1
exult,3
bared,2
earnestness,57
uncourtliness,1
affairs,67
brace,2
unexpectedly,5
dispatch,39
capitally,1
wood,22
wishing,41
coventry,1
aloof,5
practising,3
yearly,2
locked,29
motions,48
unbecoming,6
unsuspicious,2
shin,1
quantities,3
frothy,9
practisers,1
misfortune,48
dignity,69
plagues,5
snatched,21
familiarity,17
neighbouring,18
marianne,1
studiously,8
remarkable,5
constrained,11
valetudinarian,1
relative,6
confined,39
triumphing,9
imbrue,1
retracts,2
dropper,3
censurer,4
belike,2
m,446
which,3648
establish,17
dispense,37
proboscis,1
blamable,13
passages,63
sarcasm,1
breakfasts,2
recollecting,22
porterly,2
repartee,2
guard,35
fortunes,72
leave,596
untimely,7
perfections,26
adieu,94
positively,4
reclaim,24
caesar,17
protrasse,1
augur,4
roman,10
remonstrances,1
shrive,1
relate,16
friday,103
shaft,1
sources,5
tawdry,3
humani,2
fitness,11
somewhat,23
competency,1
awful,27
soon,526
probability,43
iron,14
jaundice,1
sly,19
thumb,8
coaches,5
lxvii,8
contain,29
guests,8
maidenly,8
expanse,1
puerile,1
carthage,2
minores,2
flutters,10
slipped,3
imagine,120
respectest,1
steadiest,2
jet,3
intermeddler,2
thirds,1
waterside,1
importunity,10
threw,66
wronging,1
canterbury,2
contracts,6
see,1951
meal,4
governs,6
tells,172
inflaming,5
servanted,2
lump,2
redouble,2
inconveniency,2
untractable,1
scabbard,3
substituted,3
laudable,32
town,290
condescension,50
